"ingredient_id","ingredient_id_old","portion_id","name"
"128fd6df-8ebe-4c2a-85ff-4e664ca78e74","5af2c14aae08b51b804e58ab",d07b1ba8-e5e3-4c10-ba08-4501692bb6bc,Curry en poudre
c4aadb59-bd05-42c4-ae50-3a86e414e7d7,"5d2c50039de58100111e3d87","5c412c17-24a5-4bc0-9819-6fa7d26ed820",Épices italiennes
"854eefbc-1899-4e9a-86bc-cba53fd5fcf8","5c8bcda9e3f339735561c2c4","237d7fa8-088a-42b5-a955-bc16bd0bf97a",Épices mexicaines
adb7cc43-4ebb-4c6c-b336-2ff1e9782da7,"5af2be60ae08b5194415a2a0","2b7b5eef-756f-4f91-81b5-f47ecb63ea97",Farine
"878ecdd9-1b9c-43d5-a866-45a6634c1d51","5c8bcda0e3f33973675d57e3","2397cc1d-7595-4c7f-8ff1-31915d93cbd6",Flocons de chili
e744475f-20da-448d-934d-472eb4284906,"5eaa742d4d1313374d494f33",e182a5d2-b8b7-4164-9079-bee2bc8a32de,Galanga
f88f6ce5-50ed-402e-a4bf-139b2e147e14,"5b9f8d9430006c69a4393853",f5dbb305-5562-4b63-a36f-ca2153d400f3,Garam masala
"71dcf86d-05f2-4457-a69e-fc7df423f81d","5af2be15ae08b5194415a193","0215fa35-ce44-4eb5-a5f9-16d87e0fb350",Gingembre frais
cce6636d-af2c-4a6d-9463-243866e1abc7,"6405bf3aaf4af6d531d50acd","9296ccf5-d26b-4822-8203-c2260fcc3eb1",Gingembre frais
d7ab24b2-520f-4c84-bd34-0cd500b81609,"5cfa73b1d8a87100142eb5b2",bce6f3e5-36d6-4bf1-97b5-ccb0b9fe7040,Gomasio
"78a7069d-758b-4e2e-b65a-058f6a663f19","5e020b099c1aaa0c191a7858",d7d3c78e-1919-4d5b-89c8-af62802dc5fa,Gomasio aux herbes de Provence
"445371e7-ddcb-43a0-806d-cdce444675ff","5af2bdfbae08b5194415a12d","1b08dc8d-fa31-40a3-8b31-f18eac6c4ab8",Graine de carvi
"0a16086c-5aad-4160-b6a3-2f2c58abd528","5af2be91ae08b5194415a367","60ebb263-5a3c-40e6-8e6e-59084b9b2317",Graine de moutarde jaune
"70657021-a080-4ce0-96d1-237725fe4c21","5e417e37c48f1e689e419877","77d604bb-a12f-4e7b-9095-6c0a6066f892",Graines de cumin moulues
c1f81497-99df-4899-9486-c2a1f36fb845,"5af2be67ae08b5194415a2bd",b69c87a6-9e3b-45c2-a5c9-ea51333947c1,Graines de fenouil
d9ab9ff9-160e-4338-ae01-c15ade3d423d,"5e304aef7022991e096f4fc9","668eecde-bfbe-4555-bb49-3229371f12c8",Graines de fenouil moulues
"2b88c373-db6b-4699-95c3-cab84cd9844b","5af2be40ae08b5194415a22e","8e90c8ec-8dfe-4009-b59d-73ae9c703b2c",Harissa
"11243e87-bb14-41c6-bb8e-f245ecae931a","5af2be41ae08b5194415a234","26004bd3-9627-4832-be6e-78bdbbefb003",Huile de sésame
"3349f743-b1b3-439d-b711-7a1eb0b08114","5af2be0bae08b5194415a175","12699a35-6dc3-4b42-be8d-f6fe9772da3e",Huile de tournesol
"412ec846-4d12-49d1-9a92-ebc6378e4c8e","63e51218bc1d64f7b96e2702","83ebb8af-e4a6-420f-aca4-80d07de5a645",Huile de tournesol
"4ad6ce62-92c2-4612-8824-4fa5ed85fb05","5c8bcd9be3f3397358648c92",fb521e37-2e9d-4ead-9f44-769ea7b29c90,Huile d'olive
"3ff00dcc-4a35-48ab-868b-d6def39e1b38","63e5122ba0a0603e5708dcc1","78da6c91-96a9-423e-b5b1-40d9f70c8a5c",Huile d'olive
"00bc7b65-a43d-4c0b-b5a6-b797dc44375f","63e51232a0a0603e5708dcc7",f0ea7cd2-3249-4f3f-a617-7e314047e1d1,Huile d'olive
"754f3da3-6524-4e75-9561-dc2807c9348e","5ca75c90e3f339258a36e9f2","44b91672-c656-4d84-ba5b-c40d3a3fe80d",Huile d'olive vierge extra
fd5ed068-c9f0-4736-b2a4-1b0022f2c0a9,"5e78c9043d99834ee3629c72",ab51f06e-d4d7-4ba3-9915-b43cff7dea61,Mélange d'épices du Moyen-Orient
"7a7f7d4d-6d3e-4011-a0cc-342b44a47e16","5b1681b5ae08b5730d55ed62","832f807c-bba4-45ab-bb66-ccec50aaf66b",Miel
"9c141b09-8579-40b2-8721-eaa348f7cbb5","63e5122fbc1d64f7b96e270d","99a0ede9-f22a-49e5-ba41-3fefe8088132",Miel
"5633114e-7198-4a79-9c9f-92cd54cdc351","5af2be5aae08b5194415a28a","04fc5d92-30c2-4645-bbe7-71c4a660d6b9",Moutarde
"5efa45e3-90eb-4aa8-be5d-6cb5abd2514b","63e51230a0a0603e5708dcc5","5240e83f-eedb-4921-9336-3318de481c14",Moutarde
a1c9dc25-b1d5-4b1a-aad4-8be5c8a7d927,"5af2be53ae08b5194415a273","6fa37ce1-b3e9-415c-a562-014a2ad204d2",Noix de muscade
"1bfe522b-141b-4e90-8106-34f8ced11a6a","5af2c14dae08b51b804e58b0","10fd94f0-8c48-4214-9b56-b7ecbedcac30",Origan séché
c7843f47-705d-4166-bbb3-4f0ad5715ea6,"5c8bcda7e3f339735a76c462",ee0393a7-98fe-4390-9de5-9995853c2bbd,Paprika en poudre
"696b285c-6d8f-4ecc-a623-908a7dc78ee5","6405bf4db0da194777986203","5ce2c663-ec17-4af4-8a71-2ddefe133cd2",Paprika en poudre
c81d4c0d-820f-471d-a370-6a4f54fcfb69,"5c8bcdafe3f3397358648c97","9797cf2a-52c0-4bf2-86bc-1ba6d607438b",Paprika fumé en poudre
"9f4534ee-1831-4d20-ac81-a63afa413875","6405c00cb0da194777986485",b118e0c4-0f1a-4928-8abf-fbbf4ed0bfdd,Paprika fumé en poudre
b7ca2d80-4ea7-4bbd-8d3d-88495d5879f8,"5c45992ee3f33920591fcf63","922d0266-be08-43bf-ac11-725bcf4b2873",Piment de cayenne moulu
"9fb573b0-a04d-4b9b-b286-ab77ab9c5ee7","5cfa73afd8a8710009168b14",e3e6d158-fb6a-4bf0-bfed-494acbdc1140,Piri-piri
a1b30088-136d-4234-b63c-42e4e3837afe,"6405bf28b0da194777986183","403766c1-5c87-4e27-a1ad-c50d0a406a4b",Piri-piri
d2c0f60c-11f9-4c40-8750-3e8eed5513c9,"5af2be8aae08b5194415a34d",ee6e7478-7c58-493f-9f44-c3c8f068752a,Poivre de Cayenne
"6e61ac53-0002-4ba4-84fb-4e3157839b35","5b03d0b9ae08b5095315f752",d864c182-1e3c-4a6f-af4d-37b3fcea0e1e,Ras el-hanout
"8360d7ff-6b1e-4608-b9f1-3196fc53941d","5d80e4027ea50740232aca7f","8e643ffd-a0cb-4ff7-9454-b9f7321738fa",Romarin moulu
ebd9911f-5fa2-48aa-b810-1bf45fe9afa2,"5af2bdf5ae08b5194415a113",ca9c9fd6-239d-4416-83b3-2cb7b7431fcb,Romarin séché
"1a5854a0-9a68-4ea8-ae23-1cbc2fd240e4","5d78aadf965c9800131222ab","73d68f85-fdc5-4828-99a0-16b4992e9efd",Sauce poisson
"9a3bf93b-38ff-4f7c-92ba-00b942940834","5af2bde6ae08b5194415a0d2","8bb15b57-8d5d-43bd-89c5-b483a9522ff6",Sel
c82bf6ca-baca-4130-8338-17a0ffe6b929,"63e5121781b4b295e66f0250","8648cb89-52dd-48db-b18c-984eeec72bf8",Sel
"6c8f92cd-ec84-41b5-8f08-d7e52d929464","5c8bcdace3f339730507bc42",bc99416c-9fb4-4d16-bfb2-4032962f89f9,Sucre
"7e696fda-84ed-4ca4-9a21-0c8514b6977b","64062eb8b9d07cd5d38d7cd9",bb82b442-8d2c-4eeb-91a7-678af187635a,Sucre
"662f7422-132f-4e6c-a1fb-c628bc5cbb3b","6405bfd5b9d07cd5d38d7c09",ca2f54ed-e7d0-4e48-b359-89be8325e415,Sumac
"94fc3f93-504f-4546-834f-e1145359be4f","5af2bdf8ae08b5194415a11c","876c0f63-410e-4f3c-bcab-c5c5ed25200f",Thym séché
a0f3312f-f556-4eb2-8b28-d299faccd4cd,"5bdc60d3ae08b57bc06363d2","7facf714-38cb-4783-84a6-37fc236b9442",Vadouvan
"0bce1396-9568-48cf-a767-93d258f77f50","5af2be6fae08b5194415a2db","5b7d7f3a-55c5-433f-8728-14e89f28be08",Vinaigre balsamique blanc ou de riz
"76cdb2b3-cc71-49fc-b84a-025481030bb0","63e5122da0a0603e5708dcc3",d61e0c94-88d0-4977-b479-b3239d3573c1,Vinaigre balsamique blanc ou de riz
"3e4bc5c2-6c1d-4680-b221-62add7b58baa","5c8bcda5e3f33973013052b3","3f39b43f-a508-4209-8fac-e451424c379a",Vinaigre balsamique noir
"92a22779-f4ab-44d9-9776-9bcccb473587","63e5121c81b4b295e66f0253",fe1c23f7-a1fa-4309-acb7-1985201c4403,Vinaigre balsamique noir
"1ae04fcb-afed-41d4-9f8d-a0e50ebd9db8","5c950d84c445fa289769b624","0a81a6ef-9451-46a6-b2e5-afde8cf18eb2",Vinaigre de vin blanc
"10cd97e4-3773-42b6-9da4-8b6260f1fc71","63e5121abc1d64f7b96e2703","0c44c896-35b6-40ce-8afc-1d171821add9",Vinaigre de vin blanc
"72163e2c-c9ed-47ec-a3b0-67151b0f9fec","5c8654f9e3f33953b40b23b3",b619d49c-e1cd-40c8-a39e-1173904ec6c6,Vinaigre de vin blanc ou de riz
"3cb10ddd-22ca-4c20-8071-04a433a9ab36","5af2c14aae08b51b804e58ac","6740c2e6-efba-43bc-af38-3800366d68d8",Vinaigre de vin rouge ou de cidre
"1b964d57-61fe-4bb0-8bf7-237b29cb476b","63e51234bc1d64f7b96e270f",c9104a39-f2ae-4c15-9ccb-78df20cef937,Vinaigre de vin rouge ou de cidre
"9bbbe661-d81a-445f-875b-53353319e58d","5af2be52ae08b5194415a26d","9688be62-9644-430e-8527-90fa7052e8ba",Sauce soja
"0c35f237-ce93-4924-811f-9155e79ec543","5af2c157ae08b51b804e58cc",a6ac2bb6-c8af-4029-b7c8-56e5338d7533,Aïoli
"4eec3e92-3b8b-4406-96d5-b3206c21a6d9","63e51223bc1d64f7b96e2707","06d5007b-cfca-4c95-8e50-2bd51e47a039",Babeurre
"10202ca7-aba7-48a2-b8ce-1bbf5ab3bf02","5c8bcd9ce3f3397358648c95","4c0e14e1-a159-4138-aa12-f9ce440d3a23",Beurre
"6b9e4df0-3740-4ae7-9bb1-7526e2fb3a62","63e5121cbc1d64f7b96e2705",de3763a3-9d7c-451a-9a15-267a3165bf13,Beurre
be1324fd-8fe0-4d08-9446-0dff7ea90eb6,"5af2be1eae08b5194415a1b2",c81b602f-7ddd-4e74-a7f3-ebc24d74d1e0,Beurre doux non salé
"5870818d-c909-4ff8-a599-53cc868fea58","5cb44984c445fa72e10f4ba2","14e517c0-5d9e-42b8-8e3c-78ee322f1c24",Câpres et dés de cornichons
dc0eda4c-a871-4a29-825b-18a1c243da1f,"5fbe2dd103cb4c62ac01428c",c99beabf-6e3c-4ed8-9d86-8dd076543b4a,Cassonade
"379e9913-920f-4c61-afb1-daf8cdc2b5c4","63e5120da0a0603e5708dcb9","81710a1e-bcea-4b3e-b2fe-82c83fbebfd4",Cassonade
"3ad7ce90-359c-40d7-ab6a-8485923caa71","5af2be42ae08b5194415a239","38896047-b20c-4e3c-aa24-71de1a2116e5",Chutney de cranberries
"2fb054a4-0815-42fb-b452-8448ec7b6d2f","5dde798296ae8413041df142","76ad0e55-0634-469f-8792-426edf022498",Ciboulette
"00d694dc-3884-400a-8383-4c7859ac0224","5c8bcda5e3f33973013052b4",d8086024-0c98-4d2c-af02-8e7fe349e85f,Concentré de tomates
c4599235-74be-443d-853c-729ac3a5d538,"5af2c149ae08b51b804e58a8",cab369bb-10a8-43fc-a06c-1a09b92785f6,Crème aigre
"37f081a4-911b-4a0a-a848-d599135e577e","5af2bdecae08b5194415a0f0","01eefd5a-1e6d-464f-9c78-5df93295db33",Crème fraîche
"5c6dec05-715f-42f2-8082-807479e86e80","5af2be29ae08b5194415a1dc",d28e4cdf-c65f-4d20-8697-c571b906883a,Cresson
"128fd6df-8ebe-4c2a-85ff-4e664ca78e74","5af2c14aae08b51b804e58ab","33962135-4337-47f5-94ab-1fd6939ac031",Curry en poudre
"854eefbc-1899-4e9a-86bc-cba53fd5fcf8","5c8bcda9e3f339735561c2c4",d377a7fd-8c35-44dc-bdca-7ee23a8e284e,Épices mexicaines
adb7cc43-4ebb-4c6c-b336-2ff1e9782da7,"5af2be60ae08b5194415a2a0",e40749ff-8234-428b-bbd7-6644535df63c,Farine
"9be5f238-91b9-43ef-9654-5e4a8976e90f","63e5123581b4b295e66f0261","7d49eeda-c831-40be-bf44-3b8d5006773e",Farine
"3349f743-b1b3-439d-b711-7a1eb0b08114","5af2be0bae08b5194415a175","2c595c0d-be15-42d9-b2b0-bbd1e498fc8b",Huile de tournesol
a06e5c2f-acd2-4770-8fac-0bdb4343cae2,"63e5120f81b4b295e66f024c","4dfe1a5d-34c3-434a-bb66-b3d4f21cc3ad",Huile de tournesol
"4ad6ce62-92c2-4612-8824-4fa5ed85fb05","5c8bcd9be3f3397358648c92",d41c3d6a-8812-46d6-9e43-7327b8440275,Huile d'olive
"1e1f5c80-29de-4a46-9be1-d80189a66667","63e5121881b4b295e66f0251",d313427a-efc6-4e5c-8d67-2241abe13a6f,Huile d'olive
"413155cf-2a70-434d-b671-b44fe46200b8","63e51230bc1d64f7b96e270e","384dfdd2-69c8-4787-8214-f42569e3ec77",Huile d'olive
aed72706-9746-4a10-b877-7610c3d9184c,"5d933d4d01649711f920ce9f",c1deb922-ffac-484a-80f6-841ef0b3d6c6,Huile d'olive du thon
c9ef2530-ce43-461a-b192-ee504e1d8612,"63e5122981b4b295e66f025c","7440a221-28e5-41bd-b14c-3a7cfdb25579",Huile d'olive du thon
"754f3da3-6524-4e75-9561-dc2807c9348e","5ca75c90e3f339258a36e9f2","0881c6a6-8c33-43d0-b095-fdb38ae3b274",Huile d'olive vierge extra
b5300252-714e-4bb7-a5cf-63bf06e4b356,"5af2be55ae08b5194415a27a","98098ed4-1406-4f5b-9501-1cc4e7517fc9",Lait
"021a0d77-3693-48b6-880c-c5e6a5e751d0","63e51222bc1d64f7b96e2706","968b3171-4a0c-439f-a05f-870af1b3153b",Lait
"4c1eef61-a891-4d52-bdf5-8f862c7ec647","5af2be3cae08b5194415a21e","3ba4b974-48ca-44a1-a387-fa3c600533af",Lait battu
a2da5303-9592-43ee-a22e-31fea986a6a3,"5c950d77c445fa28926e8833","04293cf9-30d0-4948-91e4-bd6a13cacae0",Curcuma en poudre
"9033c853-d25a-4cc3-8cec-035d6b4700f2","63e5122781b4b295e66f025a","3282b8f4-c280-4de1-8aaf-cf6ed26986b4",L'huile d'olive de l'anchois
"6fdfbef4-5ea8-4413-b87e-044786bb66db","6405bf7ab9d07cd5d38d7ad4","578cbc38-e3df-409b-8892-683b5a7dfeea",Curcuma frais
"08b920ca-826d-4b17-81a3-70e0dee55f60","5af2c14eae08b51b804e58b3",f7fa3f02-ef85-4a88-b5a8-843403687691,Mayonnaise
"73f4c6fb-ecec-4e35-9394-b82a477e3efe","5dd79e9b24881d4bc5315faf","92102055-e5db-43ff-aa76-d344149e60bf","Mélange de mâche, roquette et jeunes pousses d'épinards"
"7a7f7d4d-6d3e-4011-a0cc-342b44a47e16","5b1681b5ae08b5730d55ed62",fdd582c4-0636-4c04-a764-207f1086c23f,Miel
"522704ce-3e30-49c3-ac68-51a1c1080c03","63e51213a0a0603e5708dcbb",f0ad500d-f46e-4d5f-b988-55fcc0246ec8,Miel
bbfe9c15-929b-4ddb-960f-fe614d0abf07,"6405bfe4b9d07cd5d38d7c39","13ff46e9-4b8a-4ebc-92c9-111053265ef3",Miel de fleurs
"5633114e-7198-4a79-9c9f-92cd54cdc351","5af2be5aae08b5194415a28a",d51b31ec-3606-4395-9b02-bc29f10341e0,Moutarde
"09668d2a-d1e2-4ec9-898a-c679ee660162","63e51224bc1d64f7b96e2709",c323e027-b5c1-4459-9088-1f7d5622ce2a,Moutarde
eefe9e8f-ba45-4e25-9729-8892b4ab06c3,"5c950d82c445fa28d02a8da2","91064ca0-bcf1-4dcd-9aaf-e35fcf461c6b",Passata de tomates
"4fb95990-4b0e-4936-8a28-8e209e8b661b","5c8bcd9be3f3397358648c93",c0c4ef9a-7364-46dc-80d0-b2b6c58fe0f8,Poivre et sel
"6e61ac53-0002-4ba4-84fb-4e3157839b35","5b03d0b9ae08b5095315f752","96127b0a-7b2e-46df-8e24-9ff3477c07a6",Ras el-hanout
"1d0453c5-508d-4c48-bc5e-eb5c22c3851a","5e0e0d291337673263799834","30d30aca-78db-4d94-9424-855100fc44b2",Sauce vietnamienne
"6c8f92cd-ec84-41b5-8f08-d7e52d929464","5c8bcdace3f339730507bc42","2de259a8-b74e-4464-8bb5-c899e7c5bce8",Sucre
"8c8fd536-034f-4f11-a50b-0b68732dd051","64062ea8af4af6d531d50df6","28ff0095-bb80-4951-b2de-3fb961bd3ff6",Sucre
"0bce1396-9568-48cf-a767-93d258f77f50","5af2be6fae08b5194415a2db",fde212b9-e0a4-4261-ac1d-231150c260f8,Vinaigre balsamique blanc ou de riz
e4cf131d-09f9-4dae-8e86-3f257fc85798,"63e5122a81b4b295e66f025d",d8622ca3-e1a1-4167-a187-2701994617a0,Vinaigre balsamique blanc ou de riz
"3e4bc5c2-6c1d-4680-b221-62add7b58baa","5c8bcda5e3f33973013052b3",a83bac45-fedf-4a78-850c-7ab9e3ed0d5d,Vinaigre balsamique noir
"2c058c4d-c70a-4bb0-b00d-8d7518367db7","63e5123281b4b295e66f025f",b4a8bde1-c111-4e53-9bad-b935ba096597,Vinaigre balsamique noir
"1ae04fcb-afed-41d4-9f8d-a0e50ebd9db8","5c950d84c445fa289769b624","1dd45e14-a030-4a71-88c7-0aaf8e73f40c",Vinaigre de vin blanc
"6b8a7ee4-2b73-44f4-94c2-74027993111c","63e5123381b4b295e66f0260","7cfe1a36-fea1-424f-8f2b-8e7a2c26eda0",Vinaigre de vin blanc
"72163e2c-c9ed-47ec-a3b0-67151b0f9fec","5c8654f9e3f33953b40b23b3","477e732c-e863-4412-8d42-9bae7b5698a6",Vinaigre de vin blanc ou de riz
"3cb10ddd-22ca-4c20-8071-04a433a9ab36","5af2c14aae08b51b804e58ac","4a3c3636-f4b2-4678-ae36-dc7d99ce97be",Vinaigre de vin rouge ou de cidre
"0c31878c-82e8-457c-a231-63113e45336e","63e51223bc1d64f7b96e2708","397810c8-a209-49ce-9d61-0c0c54f05ca2",Vinaigre de vin rouge ou de cidre
"63cc6c23-088f-4f4b-9301-e20161d26fc0","5af2be4bae08b5194415a257","4e16c2e3-68a4-4437-9e0d-dfb4fe708967",Yaourt entier
"24b8d4fc-d905-45d1-8d73-4bbb60472008","5af2be43ae08b5194415a23c","6849d237-c7ba-4bbc-8180-1a2c96f31176",Yaourt léger
"0ecac5d8-a1a6-4924-a235-1873d216da0a","5af2be62ae08b5194415a2ac","1bd99b88-7059-4eac-b1de-bfaf5b47949a",Yaourt nature
f2f67beb-a268-44ed-b735-14908e975514,"5af2bde9ae08b5194415a0e0","91bc6e78-8539-4b3e-8005-2eac0a4c0e8f",Crème de cuisson
"9bbbe661-d81a-445f-875b-53353319e58d","5af2be52ae08b5194415a26d","3cdb3012-2974-4115-ab69-0ac37281e44e",Sauce soja
a874df5c-4974-485f-bfb7-dc26d00a7ce9,"5ea2c7d68dee423f3a615ca6",b3ff774f-d4cb-4279-b6c3-17c1075e9d9c,Crème liquide
"4f030996-6693-46d1-8a75-aceaaa7b497a","5c8bcd9de3f33973480ec963",bbc8ac64-d73a-4a70-aba9-1a4cd96349fa,Cube de bouillon de légumes
"459333a3-1f44-4f4a-94cf-a1796b86d644","5c8bcda5e3f33973013052b2","5471b568-3242-4c65-b13b-f7e2a987553e",Cannelle en poudre
"4ad6ce62-92c2-4612-8824-4fa5ed85fb05","5c8bcd9be3f3397358648c92","843da06a-8cc5-4ad4-a064-a10b5f9b66be",Huile d'olive
"8317a256-5927-4dca-aba9-76106640950d","63e5121681b4b295e66f024f","2344b812-f639-478a-9cec-9ba683a22e97",Huile d'olive
b853fe97-35c9-45fe-bf24-818461489408,"63e5122ea0a0603e5708dcc4","5c913e2b-bbac-4b45-9059-a8bf27c7fe13",Huile d'olive
"754f3da3-6524-4e75-9561-dc2807c9348e","5ca75c90e3f339258a36e9f2","89cee54a-d615-4e06-afcd-0ded439f42ff",Huile d'olive vierge extra
b5300252-714e-4bb7-a5cf-63bf06e4b356,"5af2be55ae08b5194415a27a","1cdadf92-054e-4507-827d-9281aa37406b",Lait
"188e4237-4f2b-4618-8e5e-602b5b8b4407","5e3bf6849ce22818eb199f8e","063a7077-978a-4db7-945c-583d745e34b0",Mélange cranberries et graines
"7a7f7d4d-6d3e-4011-a0cc-342b44a47e16","5b1681b5ae08b5730d55ed62","90272f72-17df-4d6d-b65e-7d4d489d0d92",Miel
"5633114e-7198-4a79-9c9f-92cd54cdc351","5af2be5aae08b5194415a28a",f8ac71a2-f1fa-4573-be69-260c5032daa7,Moutarde
"4fb95990-4b0e-4936-8a28-8e209e8b661b","5c8bcd9be3f3397358648c93",e62945f2-5dce-4a02-b82d-5cbfb499109b,Poivre et sel
fe238304-c9c6-47c4-b9f1-e2f4215e2a8c,"63e5122b81b4b295e66f025e",f91e44d5-8ab6-4cee-832b-ff3b2e1f3590,Poivre et sel
"948684a5-c4d8-4c8b-aff0-690963166a63","5af2c171ae08b51b804e5925","80486c3c-34a1-4424-938a-8b92689b34d5",Poivre noir
"9a3bf93b-38ff-4f7c-92ba-00b942940834","5af2bde6ae08b5194415a0d2",e79bf079-5709-485d-9608-265f35b2869e,Sel
"6c8f92cd-ec84-41b5-8f08-d7e52d929464","5c8bcdace3f339730507bc42",a33c2654-8620-49d2-b84c-319f76f75ec3,Sucre
"1ae04fcb-afed-41d4-9f8d-a0e50ebd9db8","5c950d84c445fa289769b624","10ba5485-0359-4b47-821d-318992c84cad",Vinaigre de vin blanc
"71dcf86d-05f2-4457-a69e-fc7df423f81d","5af2be15ae08b5194415a193",e55a1955-ac2a-4b9c-ae78-66f067235bfc,Gingembre frais
cce6636d-af2c-4a6d-9463-243866e1abc7,"6405bf3aaf4af6d531d50acd","4f76cd6c-50a4-4899-a67b-51c2b6791808",Gingembre frais
f2f67beb-a268-44ed-b735-14908e975514,"5af2bde9ae08b5194415a0e0","11998a6a-3a3e-4698-9868-36a0cc131f6b",Crème de cuisson
"16a87439-bf32-4ece-b7a6-424ecfe7df5a","6407391f9c6d10cd16eab607",ef664434-fb2e-44d7-9741-c0556f79dc44,Sauce asiatique sucrée
a874df5c-4974-485f-bfb7-dc26d00a7ce9,"5ea2c7d68dee423f3a615ca6","94a8e77f-9517-409d-a443-28e7b3e93933",Crème liquide
"1a4cac92-06cf-4aad-a5bb-7235c07fbc17","5af2bdf7ae08b5194415a11a",c966bdbb-f439-4fa9-b43e-9d5284aaa07b,Oignon rouge
"750b0c67-0fc4-43e4-bcab-32437024bc29","6405bfccb0da1947779863b2",cec5b394-9e9b-4c64-b322-32f20e297024,Pâte à tarte
"523d760f-8f77-4338-accd-ed30a7d48a2b","64073bff683721c9a32b079e",efcf8f82-0f8c-4034-9d3a-ce637ec16c49,Pâte à tarte
d62d93ac-b8e4-4e4d-829d-5b725662ca6b,"5c0109bfe3f33939791482f5","589959dc-3ab3-4725-aa45-03ec8385815f",Pâte feuilletée
"0e949016-a305-4d3f-9adb-fae85f35a4bf","5af2be9cae08b5194415a381","8b41f398-13bf-4310-8c99-e336fe0aa3b7",Anchois
"00d694dc-3884-400a-8383-4c7859ac0224","5c8bcda5e3f33973013052b4","698311af-2b62-46e7-b4c4-810e7b4d6d18",Concentré de tomates
a012edb7-2da3-4ced-b303-2b45855f7c07,"5bc9de6330006c594864b1c2",d0e6175f-6e4f-46ff-9286-4076a2cb85d0,Cubes de tomates à l'oignon
"75d0431d-1e49-4aee-b67b-92c60c9490e0","5bceef3a30006c2b0d5d7232",c636df95-9391-4fbf-a094-939c53ccff2d,Haricots blancs
"8eda98f8-829b-43c4-9c83-3373910c0d14","5af2be1fae08b5194415a1b7","387206ba-96f9-49d7-9a15-d95c5425db0b",Haricots en boîte
"568c0def-8ebc-4cae-8147-62524dc67409","5c66d2a3e3f3395bc35f7315",d13657f7-9157-440c-a7c5-b126fe5d687f,Haricots rouges
"49ad49c1-a1ff-4b70-81f4-0145d29e1ca7","5af2be0fae08b5194415a182","3b6be32a-0ce7-4527-948d-cc49452a27e2",Lentilles
eb126bd8-6dc4-407f-885a-6033cedaf639,"6405bfe9b0da194777986410","576acfaf-f488-4eba-af9c-b132dce09d7c",Maïs en conserve
"37b4eb78-34c4-43f2-9e87-60e35e1f01af","5c9e3f05c445fa5e430ba4a2","938efeae-7710-4694-a685-a1e8203b6bc2",Maïs en conserve
b2ac8e7b-72e3-4007-8e6e-8966d21bbb29,"5d725d970dcef1000e487d7a",ac795edf-ce7c-4ee4-95d1-e12e27cd9170,Pesto vert alla genovese
fd0d9a39-1fed-4f2c-b5bd-ed0d8f4257c8,"6405bfcdb9d07cd5d38d7be7",f55fa818-9fec-4bbf-9d1e-55ab7e4efc3a,Pois chiches
f1c9af7a-a155-40bd-89a8-fcda2b09d52d,"5af2be4dae08b5194415a261","070e3368-0962-47f0-ab7e-1ddcf97d797b",Pois chiches
b14dc22e-c9e6-4247-bfdb-0f17a7d87a06,"5b55866fae08b5444c794962","76f15f78-da6b-4798-afed-0c5abe6321ff",Thon à l'huile d'olive
"27a15286-5b46-40ae-a5ca-63c9f826995d","64073ba8683721c9a32b0735",f05eadbb-36f6-462a-8de4-42cd09af1e5a,Thon à l'huile d'olive
