"ingredient_id","portion_id","name","portion","quantity","unit"
"325d28f0-b463-44d7-8925-89da5dcbe81e","83b3c767-e2bf-48cf-86cc-9ebf116ac647","Thon, cru",Steak,100.0,g
"85b9384c-e88f-444f-bd71-eb357f5a8a81",f020efcc-69a6-43db-a514-8cc0cdee864c,"Croissant ordinaire, artisanal",Unité,50.0,g
"629ebb14-5443-441c-889b-fa0b7f7bcc44","6d2f5f33-c97c-4249-a307-c660030ebac2",Barre glacée chocolatée,Unité,75.0,g
"443c0a76-4eae-491f-9eb1-1154d143f617",c92215fb-a890-400a-8c2d-d9f45bbd2bc5,"Navet, bouilli/cuit à l'eau",Unité moyenne,100.0,g
"038fcb99-86fb-43bf-9261-c9b5da01f630","92ef2199-f4e3-4d30-a6ac-a871121493a1","Poulet, cuisse, viande et peau, cru, bio",Cuisse,120.0,g
"8a73063e-3250-4787-a06c-a24d2dab4100","1b80e900-bcf9-4190-8bdc-7022b10a849a","Pain, baguette, de tradition française",Tranche,30.0,g
c1d53d0b-3e96-49de-9b2e-1c6c72b78966,a23a1f59-a803-4730-a7ab-2c530a4b2cec,"Gâteau de semoule aux raisins et caramel, rayon frais",Part,150.0,g
f21dacd6-79af-44f1-bae9-d942fcb037dd,e4dd5ea5-088e-46eb-a1b3-8fbd41003cb7,"Jus de grenade, prélevée à la Martinique",Verre,250.0,ml
ee028e20-3352-41a3-9efd-f9a5d45a18d1,db9095c8-cc32-4484-8aee-c25f76fa9199,Coulommiers,Portion,30.0,g
"38a570c8-9b9a-4ed5-bb71-9a2c53eb1f80","9600aec3-8d81-45d7-9ff7-ef43bd4ad01c","Rascasse, cuite à la vapeur",Portion,150.0,g
"882287fa-f097-40f0-8b53-e216e7e861c8","452edc53-5c96-470e-97ac-999146ece3c9","Sabre, cru",Filet,150.0,g
"58fd2b80-1d2d-4cbb-b7c4-1aaa7ba966ef","541261a9-6596-4f97-aa2a-50b47b749b53",Biscuit de Savoie,Tranche,50.0,g
dd585fcb-2c06-466f-b2cc-99593ae5f92c,"35ed0426-ac0e-492d-b7db-b8f7262a8776","Écrevisse, crue",Portion,100.0,g
f96e2b3c-2ab0-468b-ba6c-1a5b6fabd024,"2e7c238d-2389-49a7-98eb-064a2a8d8d30",Mélasse de canne,Cuillère à soupe,20.0,g
"2150d224-e539-467c-9458-833c5cf8b7ba",a5a4fcf1-9423-4877-98c6-baf1020a5e47,Tempeh,Portion,100.0,g
ad6efbdc-42c5-4b7f-982a-42468a241da1,"0e842488-6a23-41f1-8e4b-2d079c74a120","Faisselle, 6% MG environ",Pot,100.0,g
"97de8256-eb70-463f-9477-8b0e072f7c56",d2b4bc61-eb26-47bb-84c9-5d79796cc82b,Pélardon (fromage de chèvre),Unité,60.0,g
"2827531f-d082-4e5f-856a-c94fed8266e9",c90d15fe-0970-4134-bbfd-6c0167cf0cc8,"Pois cassé, sec",Tasse,200.0,g
"55768e81-20c0-4b63-b0a0-edc016e02a9a","3a155f8b-e145-4aaa-918b-d1858ea0a4b2","Pêche au sirop léger, appertisée, non égouttée",Unité,130.0,g
"880d86ed-b93f-4da8-b9b9-ceb989300920","8652f367-913a-45db-8554-75e3897436be","Jus de corossol, prélevé à la Martinique",Verre,250.0,ml
e9ffe658-411d-4651-8c9c-f1eb7313bde9,f07d10ae-ed8d-43b1-bf5d-5e9c83226551,Bagel,Unité,100.0,g
a17c5b82-b821-4395-9a58-75f1363f80b2,"099eb269-1677-419a-be0e-6017ff7b1420",Huile d'amande,Cuillère à soupe,15.0,ml
"240ee5c5-f4c6-4c8d-87cf-db20c2ab86ca",cfa1337d-6ce5-4340-8048-d4fc87064131,Huile de coton,Cuillère à soupe,15.0,ml
"8855dc4b-81ad-486d-8f16-501ad9e8d5c8",eacca3ed-8521-4606-bb78-297fe22e731e,Vinaigre de vin rouge,Cuillère à soupe,15.0,ml
"8af2149d-7074-43d0-9dd9-bd325ec66e8a","8640d603-7c18-462f-baad-ac1311c0a399","Cardine franche, crue",Filet,150.0,g
"696e2e0d-f1dc-4918-bdef-78a2fafe88d3","3c505922-c5ea-440c-a3d8-5f498d540185",Graisse d'oie,Cuillère à soupe,12.0,g
bcc77548-6a05-4d05-a9d1-7f89a26e4bea,ab44b24b-d6b0-4dfa-addd-ca214be4dac4,"Gingembre, racine crue",Tranche,10.0,g
"55f349a9-500e-4760-8e2f-5554f0b9d4dc",c7a5122f-87bd-4a6a-a83b-4c7bdf100dc2,"Noix de coco, amande mûre, fraîche",Morceau,30.0,g
c4ecebdb-bad6-4ee2-81b9-2015be4d7316,"729a4e5f-c34a-44ba-9452-e0eb3b168741",Sucre blanc,Cuillère à soupe,15.0,g
"97fc126c-0d22-4092-ada1-b7d76c7413df","31d61f3c-5aca-43bc-852a-30042c45b14a","Sanglier, cru",Portion,100.0,g
e1d820c7-c7f4-49b4-8fc5-c483ecbc157c,"2d4dcab4-8247-45e0-95ca-14ddd23743ae",Gougère,Unité,30.0,g
cf9742b5-a1f6-44a6-9a7c-706c302791ff,"75e2c17f-876d-41d5-9b39-04face756c73",Ossau-Iraty,Morceau,30.0,g
a4bef8da-479b-43a6-9957-083a6b1cc39f,"404faf1d-8854-4c4f-b4c0-e59bb324530f","Quinoa, bouilli/cuit à l'eau, non salé",Tasse,185.0,g
"52ba35c6-6c90-4519-98a3-0d2f467084db","24a5b11a-79d1-436a-92fd-ebf6aa0d2241","Coeur, boeuf, cuit",Portion,100.0,g
bf2cf7be-0ecb-461a-9002-18165a6c7d95,"32c9a761-3ae4-458b-b4b3-631b74952c30","Lièvre, viande crue",Portion,100.0,g
f32222fc-7cbb-4809-b5b7-b7f1db75cb0b,"2ea69f12-d81c-49db-980a-bb5bb75f7ea9","Lotte ou baudroie, crue",Portion,150.0,g
cac59fb8-0f54-4265-aa56-b061a4380169,b973b969-92df-4f26-8933-d9e0283b1167,"Croque-monsieur, préemballé",Unité,250.0,g
"688db318-b525-484b-b435-7c1d39dbaba5","7890ef1b-1fd3-4e9f-93de-c0f3f93f2dfb","Taro, tubercule, cru",Unité moyenne,100.0,g
"90eb9a2a-1d18-4269-9e3c-002691335ba3","72f2136f-ea1c-4eb4-8421-f3180c598367","Curry, poudre",Cuillère à café,2.0,g
a8e60ca3-645f-450a-9aae-7be255927713,"7f9ac0c5-249a-4f83-912a-8995df96d3fe","Carottes râpées, avec sauce, préemballées",Portion,100.0,g
"9332bf50-f5c0-4328-b853-260a8aa2c719","7ec6de83-df5d-4cc7-a4f9-ca25c38af227",Dragée amande,Unité,5.0,g
"54190271-c735-4b23-998f-2783fbd601aa",dcb71d2e-f618-434b-a83c-5c8958a4a107,"Porc, carré, cuit",Tranche,100.0,g
d20a36bc-a35a-4148-8c31-5e386370a510,d5edda28-dc35-46e5-921a-38abd9a6e142,"Épinard, cru",Tasse,30.0,g
d2722f95-28ff-4b36-b0f0-2377fa3064cd,"432d42bb-24ae-49b1-a01c-b68a4fde0ec0","Pomme, pulpe, bouillie/cuite à l'eau",Unité,150.0,g
"3cf2f9a2-0c7c-4d8d-a183-d60f466c88b3",cf5b091e-a01f-4740-882b-c2969831710c,Pâte à pizza crue,Part,100.0,g
"6e9337a5-1128-456d-a00b-4d46d1527428","59e36637-ccd0-45f2-ba96-a37923a9f820",Farine d'orge,Tasse,100.0,g
bfb43ba1-495d-48b6-a2f5-254c6badf29b,"3b834b20-3972-495c-8c9c-10590847f618","Pâte brisée, pur beurre, crue",Part,50.0,g
"6027cb5c-dd09-4266-b4fd-cd167d44f119","5b63846d-f703-43c8-b065-5ef090c6fcbc",Flocon d'avoine,Tasse,80.0,g
"1a019d2f-7c90-4ba3-965e-7c54f51e206c",e93e0ede-284a-4e50-bbac-57235ceed3d7,Farine de blé tendre ou froment avec levure incorporée,Tasse,120.0,g
"322ca624-db1a-4b09-afb3-3b949c2fede0",d9b5f9b3-b47a-4577-9e31-398d2b4f364d,Farine de blé tendre ou froment T80,Tasse,120.0,g
"474cdebc-ddbb-4312-91ec-a834dc5e54db","429baf0d-8fab-40ce-9620-8ea93ebabc27","Pâte sablée, cuite",Part,50.0,g
"559f0971-f214-40fb-b381-4f9c7f2e9829","55a431f3-a256-45f3-be19-e7ccfec28401","Pâte sablée, crue",Part,50.0,g
f58f5650-bb83-4f8d-8db6-7b43cb65e4ff,"4933487f-1279-444e-84e5-d44c74633a7b","Pâte feuilletée pur beurre, cuite",Tranche,30.0,g
f58f5650-bb83-4f8d-8db6-7b43cb65e4ff,"30e6b938-5064-46f0-ae3f-78a77cf406ff","Pâte feuilletée pur beurre, cuite",Feuille entière,200.0,g
"26327b55-5432-4b90-bfc5-4ecc53293ac2","33899b90-ed04-44dc-8a4b-495573546b2e","Pâte phyllo ou Pâte filo, crue",Feuille,5.0,g
"26327b55-5432-4b90-bfc5-4ecc53293ac2","60adaea7-3a56-41db-8f94-94ca611f12e2","Pâte phyllo ou Pâte filo, crue",Paquet,200.0,g
"11ae7c25-b46f-4486-a434-e6f789b8688a",b76a0fd0-183c-4670-a7a3-cb021ab459ed,Farine de maïs,Cuillère à soupe,10.0,g
"11ae7c25-b46f-4486-a434-e6f789b8688a","9551b3ba-2a39-418f-baeb-2715246fd6ac",Farine de maïs,Tasse,120.0,g
da1b10cd-39f4-47b1-897a-e149bb0ead89,"168680ef-9d8a-4521-b950-6716c551c6c5","Pâte sablée pur beurre, surgelée, crue",Portion,50.0,g
da1b10cd-39f4-47b1-897a-e149bb0ead89,"5df8b405-f351-40a8-9843-017956a7909b","Pâte sablée pur beurre, surgelée, crue",Pâte entière,300.0,g
"0eadc8b1-789a-45da-927b-9e8987480491","8a30b2f0-3185-4b4d-a6ea-f504700fa3d3","Pâte feuilletée pur beurre, crue",Feuille,40.0,g
"0eadc8b1-789a-45da-927b-9e8987480491","9c53dd69-af12-48db-bb2f-68f7d17f1953","Pâte feuilletée pur beurre, crue",Paquet,250.0,g
aeea47c4-55fd-44a2-b570-8c64eb348e0f,"778bd760-a05d-4456-8465-0126ad8903c6","Pâte feuilletée pur beurre, surgelée crue",Feuille,40.0,g
aeea47c4-55fd-44a2-b570-8c64eb348e0f,f85f7acf-60b3-4e76-b805-8fd35ddab754,"Pâte feuilletée pur beurre, surgelée crue",Paquet,250.0,g
b759c8a8-cf75-40f8-b96a-9930a72ec5db,c839c16e-1f24-4f12-a572-146f70650afd,Farine de pois chiche,Cuillère à soupe,10.0,g
b759c8a8-cf75-40f8-b96a-9930a72ec5db,f746429d-f65b-42ba-a5af-56d471ec7598,Farine de pois chiche,Tasse,120.0,g
"1450dfb4-7db9-42d4-9dbf-90c27d689e28","2a830c69-1b70-4e9a-b951-468b2514f824","Khatfa feuille de brick, préemballée",Feuille,10.0,g
"1450dfb4-7db9-42d4-9dbf-90c27d689e28","40de1085-0a21-404f-9160-cce80d6057f5","Khatfa feuille de brick, préemballée",Paquet,200.0,g
"235d80d3-232c-4d8f-91b6-5404c7f85aee","8779eceb-1c66-4cf6-9c1a-1f5dedc4d719",Pâte à pizza cuite,Part,60.0,g
"235d80d3-232c-4d8f-91b6-5404c7f85aee",bebc522d-2554-4808-b78b-a388274d967e,Pâte à pizza cuite,Pizza entière,300.0,g
cd4daf8b-7be2-42fe-8791-9f4b675b66d6,"91e8c4d7-6cfa-43b9-8805-ae3ecb5d4ba0",Farine de blé tendre ou froment T65,Cuillère à soupe,10.0,g
cd4daf8b-7be2-42fe-8791-9f4b675b66d6,"709de1c9-d1eb-4be9-a7f6-732f97940ec3",Farine de blé tendre ou froment T65,Tasse,120.0,g
"650f801c-90f3-403b-b01d-111547598c76",c9e0b7f2-2388-4550-a451-7e3f060119ed,"Pâte brisée, pur beurre, cuite",Part,40.0,g
"650f801c-90f3-403b-b01d-111547598c76","16143fa5-8517-4f3a-aa67-9257f132ef86","Pâte brisée, pur beurre, cuite",Tarte entière,200.0,g
"15d6baf5-8469-41f9-bd04-bb0fdd5cd8ea",b5e4f847-ab76-49e2-91c1-33bdc55f06ce,"Pâte brisée, matière grasse végétale, cuite",Part,40.0,g
"15d6baf5-8469-41f9-bd04-bb0fdd5cd8ea",c903e8fd-bf01-4ae7-a153-19462779b1c9,"Pâte brisée, matière grasse végétale, cuite",Tarte entière,200.0,g
c5d545f5-a9e8-412e-bc27-89eeeb95d024,a1bed717-41fb-4f65-9892-e67776f9921d,Farine de soja,Cuillère à soupe,10.0,g
c5d545f5-a9e8-412e-bc27-89eeeb95d024,"502528aa-76cc-4c52-931a-6379d7160745",Farine de soja,Tasse,120.0,g
"9af3689c-81b3-4a4d-ad51-e86f84357e44",f6abe82e-151f-47f2-a904-e0e8651f6f89,Farine de blé tendre ou froment T110,Cuillère à soupe,10.0,g
"9af3689c-81b3-4a4d-ad51-e86f84357e44","70b953c8-a083-4fa1-b7a9-c0fca4098cb8",Farine de blé tendre ou froment T110,Tasse,120.0,g
"8f755537-b1b3-4b8c-abef-2e2d9767c85e",f405d0ee-208f-47f6-be84-f43ca6cc7aef,Farine de blé tendre ou froment T150,Cuillère à soupe,10.0,g
"8f755537-b1b3-4b8c-abef-2e2d9767c85e","3970f913-7120-46ce-b658-80acc630761b",Farine de blé tendre ou froment T150,Tasse,120.0,g
b9cb2eb4-520e-47b9-8997-1a1d266816ba,df14563b-a62d-4310-9aca-8adad1e2ab7e,Farine de blé tendre ou froment T55 (pour pains),Cuillère à soupe,10.0,g
b9cb2eb4-520e-47b9-8997-1a1d266816ba,"9a459b8b-bad4-4a20-9cdb-e5aaa656e109",Farine de blé tendre ou froment T55 (pour pains),Tasse,120.0,g
"857c5f23-07d5-4dc3-bc6f-afea4ae1ee0f","202c3b17-c386-418d-9991-ed109906beab",Farine de blé tendre ou froment T45 (pour pâtisserie),Cuillère à soupe,10.0,g
"857c5f23-07d5-4dc3-bc6f-afea4ae1ee0f","645af8ed-48c5-48af-b4d4-3cf94aed1130",Farine de blé tendre ou froment T45 (pour pâtisserie),Tasse,120.0,g
"142beb13-412f-4c2e-be25-52e953b1b63a",f0b70c57-86cc-4490-8018-8bb34db8c25b,Farine d'épeautre (grand épeautre),Cuillère à soupe,10.0,g
"142beb13-412f-4c2e-be25-52e953b1b63a","8992d891-cb57-4ad7-a11c-88526d99a437",Farine d'épeautre (grand épeautre),Tasse,120.0,g
"0ccc7ff4-c0cb-443e-9756-b55a7fbfda40","3b496bec-3f89-42ba-9241-6f05c285e802",Amidon de maïs ou fécule de maïs,Cuillère à soupe,10.0,g
"0ccc7ff4-c0cb-443e-9756-b55a7fbfda40","75f53f7a-ffee-4c9d-9aee-d562348981af",Amidon de maïs ou fécule de maïs,Tasse,120.0,g
"962cc0b8-fa3a-45e3-87d5-236d75a135c3","109d14f4-4bc2-4d09-a1a4-e07f9112e410",Farine de seigle T85,Cuillère à soupe,10.0,g
"962cc0b8-fa3a-45e3-87d5-236d75a135c3","2277d50a-941b-4983-9061-04a742bae8c6",Farine de seigle T85,Tasse,120.0,g
dc8a19d6-35fd-4bf8-a300-c3d1e0757d87,"117d400e-4b35-44a2-9adb-4244365b27e3",Farine de seigle T130,Cuillère à soupe,10.0,g
dc8a19d6-35fd-4bf8-a300-c3d1e0757d87,"0fff9981-a915-47da-af5b-eb240d4cc73b",Farine de seigle T130,Tasse,120.0,g
b753c880-6aed-427f-9c70-cd0e696176e4,f5530367-12d7-4f27-a98e-525e84887624,Farine de sarrasin,Cuillère à soupe,10.0,g
b753c880-6aed-427f-9c70-cd0e696176e4,"77e673a6-fde2-4efc-b6c5-e76a8a807cda",Farine de sarrasin,Tasse,120.0,g
c2497856-9aaa-4a54-95ff-27e06a2b39d0,"75d67fca-a235-4098-87f6-2e18e6b9a63e",Farine de millet,Cuillère à soupe,10.0,g
c2497856-9aaa-4a54-95ff-27e06a2b39d0,"64bab650-4a08-49e5-bd0e-d18541b6e72d",Farine de millet,Tasse,120.0,g
a4b793ad-6067-48e0-983b-2ce553f107a1,"0482f4b6-e7e2-40f6-9c71-f68aab97b7ea","Pâte brisée, pur beurre, surgelée, crue",Part,50.0,g
a4b793ad-6067-48e0-983b-2ce553f107a1,"433f27da-7f25-4f11-9d0c-dcdc1d69949d","Pâte brisée, pur beurre, surgelée, crue",Pâte entière,300.0,g
"1cc0bd4d-468d-4579-b4e9-37dc928e9e77","1ac2935f-5d94-4d63-bb89-5fdee903dfbd","Pâte à pizza fine, crue",Part,50.0,g
"1cc0bd4d-468d-4579-b4e9-37dc928e9e77",d7612e14-9483-4ffd-94f5-d74ef2abd223,"Pâte à pizza fine, crue",Pizza entière,300.0,g
dc746314-9a55-4010-b875-9b538127c8f2,"8e3b0259-6b73-4583-bf8f-ba3938809c17","Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen)",Portion,70.0,g
dc746314-9a55-4010-b875-9b538127c8f2,"999ad791-2cab-47ce-bada-8a7434014355","Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen)",Bac,500.0,g
c8a7026c-a4aa-442b-bda2-e10fb7fa0050,bab06f16-bbd4-442a-aefb-ac1d5f9a75b7,"Sorbet, en bac",Portion,70.0,g
c8a7026c-a4aa-442b-bda2-e10fb7fa0050,a5f2fc19-7496-456a-9f19-ef21706d6d3b,"Sorbet, en bac",Bac,500.0,g
"6719ab39-41e2-4f69-bac7-76b648134240","5a1ac4a9-2f8f-48cc-927c-e935c7377b62",Glace à l'eau,Bâtonnet,70.0,g
"34d474b6-3a56-4c67-9085-48e2d8470a2a",c168c5b2-d493-48d4-b04a-43bd1766f689,"Agar (algue), séché",Cuillère à café,2.0,g
"34d474b6-3a56-4c67-9085-48e2d8470a2a","27d30812-8999-4324-90f1-2c3a0274f692","Agar (algue), séché",Paquet,100.0,g
"8286d8fc-856c-43a9-8196-b42a93dc3555","69cbc19e-16d0-4e84-9938-578e51a51ca8",Huile de foie de morue,Cuillère à café,5.0,ml
"888d1ad9-a9ef-46fb-8809-c862ae4631bb","922b21d8-2e75-42b6-a9ef-3b35e5d67e3e",Lécithine de soja,Cuillère à soupe,15.0,ml
"2c133aca-a6df-4b80-aa9b-ea84407aa3f9","0932ec69-cd78-43c7-91dd-93cc924490c8","Limande-sole, cuite à la vapeur",Filet,100.0,g
"2c133aca-a6df-4b80-aa9b-ea84407aa3f9","9c0f7962-1e63-424d-92d4-665a0312f255","Limande-sole, cuite à la vapeur",Poisson entier,300.0,g
"48366086-cac1-427b-9075-679a22f676ab","79701675-84a6-426a-83e5-ed856675adc2",Pan bagnat,Sandwich entier,200.0,g
be8477bc-18b5-4af9-bc01-cf0553604a68,"046e2e77-2514-4e20-86f7-64ce57b66f59",Pêche melba,Coupe,150.0,g
be8477bc-18b5-4af9-bc01-cf0553604a68,aadb3757-6e1d-409e-a448-7b795f206bef,Pêche melba,Portion familiale,500.0,g
cd2af09c-9762-4a01-ab03-4e1efd4c90e7,"7b2aa6bb-19e8-4bff-a91b-aaa925101b5c","Laurier, feuille",Feuille,1.0,g
cd2af09c-9762-4a01-ab03-4e1efd4c90e7,"1ba328b9-151c-4c9e-a781-b9e6082adab8","Laurier, feuille",Paquet,30.0,g
"2d29c091-3243-4318-a6ca-87e5c2b8ca27","706c4efe-b9dc-4c31-9761-bcfe91ee3268","Éperlan, cru",Portion,50.0,g
"2d29c091-3243-4318-a6ca-87e5c2b8ca27","254d1e97-fe21-4acd-bc7d-153162da34af","Éperlan, cru",Poisson entier,200.0,g
"1fc313da-6ccf-47aa-9b02-815440b45bfa",fb89ab3a-36c1-4955-be7f-3c23521a253c,Vermicelles multicolores,Cuillère à soupe,10.0,g
"1fc313da-6ccf-47aa-9b02-815440b45bfa",e9d7f43b-6419-419c-a3c5-90f7190ee5e7,Vermicelles multicolores,Paquet,250.0,g
"9c813e0b-84d4-40a1-a937-c347071e569d",e893c76a-b1dc-4f36-a5bf-e18c615693a2,"Sorbet, cône",Cône,70.0,g
"18f52f59-fcd3-4b03-a0d9-0e78a321fb36","7e6ba98e-df10-45ff-842e-51dac8f58fa6","Feuille de brick, cuite à sec sans matière grasse",Feuille,5.0,g
"18f52f59-fcd3-4b03-a0d9-0e78a321fb36","878f1471-e887-49d2-b25f-73cb992d4bf0","Feuille de brick, cuite à sec sans matière grasse",Paquet,200.0,g
"1acb1930-f667-44aa-a86a-6a9e1730f2fe",d8d99978-f39d-49cb-aa00-b58b2032e149,Huile de carthame,Cuillère à soupe,15.0,ml
"0df89dd1-368d-41dc-8ae0-43cfaf7f7214","8e1551ce-25de-4911-816c-babbf799fec1",Sucre roux,Cuillère à café,5.0,g
"0df89dd1-368d-41dc-8ae0-43cfaf7f7214",b1e00cd3-161f-4611-a89f-8d896de6f182,Sucre roux,Tasse,100.0,g
f28be2d5-b1b2-4f33-afdf-b1663fab2a86,"58919322-7a8c-436d-b970-95422676499f",Glace au yaourt,Portion,70.0,g
f28be2d5-b1b2-4f33-afdf-b1663fab2a86,"4a4f0d0e-17d3-4288-bbc4-8e85fc71c169",Glace au yaourt,Bac,500.0,g
"46447b8c-5f74-40ca-98c8-827fae3cb6f3",d50d4a78-73ce-40db-882f-a646af7da211,Chouquette,Unité,15.0,g
