"hellofresh_id","hellofresh_name","ciqual_id","ciqual_name"
"63e5121cbc1d64f7b96e2705",Beurre,"5d400b4c-e701-4733-a4b3-ddd8dfd53dfc","Beurre à 82% MG, doux"
"63e5121aa0a0603e5708dcbe",Beurre,"5d400b4c-e701-4733-a4b3-ddd8dfd53dfc","Beurre à 82% MG, doux"
"64073f089c6d10cd16eab7de",Beurre blanc,"5d400b4c-e701-4733-a4b3-ddd8dfd53dfc","Beurre à 82% MG, doux"
"5af2be1eae08b5194415a1b2",Beurre doux non salé,"5d400b4c-e701-4733-a4b3-ddd8dfd53dfc","Beurre à 82% MG, doux"
"5df103706dbda93e6426e099",Bimi,"575e97d7-07d3-4674-be0b-3c684f598799","Brocoli, cru"
"646419706ced9aa0d6353bfa",Blanc de poulet,"41ad83eb-44df-4f20-b272-4e39d980e4f0","Poulet, filet, sans peau, cru"
"6405bf4ab9d07cd5d38d7a1e",Blanc de poulet,"41ad83eb-44df-4f20-b272-4e39d980e4f0","Poulet, filet, sans peau, cru"
"6405bf73b9d07cd5d38d7aba",Blettes,"37df426b-f016-4406-8e96-fa43210ba6db","Bette ou blette, crue"
"6405bfa3af4af6d531d50c5b",Bœuf haché assaisonné à l'italienne,"9ea46bdc-560b-4c31-a0dc-92564c3b81ac","Boeuf, steak haché 20% MG, cru"
"6405bf6caf4af6d531d50ba1",Bœuf haché assaisonné aux épices kefta,"9ea46bdc-560b-4c31-a0dc-92564c3b81ac","Boeuf, steak haché 20% MG, cru"
"5af2be9eae08b5194415a38a",Bœuf haché aux épices italiennes,"9ea46bdc-560b-4c31-a0dc-92564c3b81ac","Boeuf, steak haché 20% MG, cru"
"5ccc384e33df64001002f546",Boeuf haché aux épices orientales,"9ea46bdc-560b-4c31-a0dc-92564c3b81ac","Boeuf, steak haché 20% MG, cru"
"6405c016b0da1947779864a7",Bœuf haché aux épices orientales,"9ea46bdc-560b-4c31-a0dc-92564c3b81ac","Boeuf, steak haché 20% MG, cru"
"5c8bcda9e3f339735561c2c2",Bœuf haché épicé,"9ea46bdc-560b-4c31-a0dc-92564c3b81ac","Boeuf, steak haché 20% MG, cru"
"6405bf8eb9d07cd5d38d7b12",Bœuf rendang,"4ca7bcf6-002e-45e5-8b3d-bdd67538b37f","Carpaccio de boeuf, avec marinade"
"5daefe8604bd7446ff46d462",Bœuf rendang,"4ca7bcf6-002e-45e5-8b3d-bdd67538b37f","Carpaccio de boeuf, avec marinade"
"64073bf6df6297bb5beef169",Bouchées de blé panées,"19235be2-b5ba-4502-b82d-4297d07db94d","Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé"
"5af2be78ae08b5194415a2fc",Bouillon de champignons,"6eae5f9c-7725-48cc-afc7-1af0bb96d2db","Bouillon de volaille, déshydraté reconstitué"
"63e51212a0a0603e5708dcba",Bouillon de poisson,"6eae5f9c-7725-48cc-afc7-1af0bb96d2db","Bouillon de volaille, déshydraté reconstitué"
"5c950d7ac445fa28926e8835",Bouillon de poisson,"6eae5f9c-7725-48cc-afc7-1af0bb96d2db","Bouillon de volaille, déshydraté reconstitué"
"5be14d0930006c4bee2c1732",Bouillon de poulet,"6eae5f9c-7725-48cc-afc7-1af0bb96d2db","Bouillon de volaille, déshydraté reconstitué"
"6405bf72b0da194777986283",Boulettes de bœuf et de porc assaisonnées à l'espagnole,"84a7b643-dfb3-4c23-8f9f-fa110ddf7c78","Boulettes au porc et au boeuf (à la suédoise), préemballées, crues"
"5cfa73b6d8a871000e5b1634",Boulettes de boeuf et de porc épicées à l'italienne,"84a7b643-dfb3-4c23-8f9f-fa110ddf7c78","Boulettes au porc et au boeuf (à la suédoise), préemballées, crues"
"6405bffab9d07cd5d38d7c84",Boulettes de bœuf haché assaisonnées aux épices Kefta,"6758fea7-1163-4431-9842-6c0f96dedee3","Boeuf, steak haché 20% MG, cuit"
"5af2bea5ae08b5194415a3a1",Boulettes de boeuf haché aux épices orientales,"6758fea7-1163-4431-9842-6c0f96dedee3","Boeuf, steak haché 20% MG, cuit"
"5af2c171ae08b51b804e5924",Boulettes de boeuf haché épicé,"6758fea7-1163-4431-9842-6c0f96dedee3","Boeuf, steak haché 20% MG, cuit"
"5ca75c96e3f339257c25ee72",Boulettes de poulet aux épices indonésiennes,"43ebada5-cc9a-4527-ae9c-5eb4c1fba9c0",Haché de volaille
"5c950d20e3f33950f837c012",Boulettes de poulet haché aux épices italiennes,"43ebada5-cc9a-4527-ae9c-5eb4c1fba9c0",Haché de volaille
"6405bf73af4af6d531d50bba",Boulettes de poulet haché aux épices italiennes,"43ebada5-cc9a-4527-ae9c-5eb4c1fba9c0",Haché de volaille
"6405bf43b9d07cd5d38d79fa",Filet mignon de bœuf,d4ebf888-b5e7-4b17-b33d-63ad82d846cc,"Porc, filet mignon, cru"
"6405bfc0af4af6d531d50cc0",Filet mignon de porc,d4ebf888-b5e7-4b17-b33d-63ad82d846cc,"Porc, filet mignon, cru"
"5af2c163ae08b51b804e58f6",Filet mignon de porc,d4ebf888-b5e7-4b17-b33d-63ad82d846cc,"Porc, filet mignon, cru"
"6514c2c1aab557d393d8cbee",Filet mignon de porc,d4ebf888-b5e7-4b17-b33d-63ad82d846cc,"Porc, filet mignon, cru"
"5c794b0ae3f3396d0b09a2b5",Boulettes de viande à l'italienne (porc et bœuf),c1021056-44da-4908-bdd7-3eada0785acb,"Haché à base de boeuf ou Préparation de viande hachée de boeuf, 15% MG, cru, prémeballé"
"5e6f81184155e24253687d20",Boulettes végétales,"299bdbf2-5eaf-491a-bdfb-bd3e41749208","Boulette végétale au soja et/ou blé, préemballée"
"64073bdedf6297bb5beef149",Boulette thaï,c1021056-44da-4908-bdd7-3eada0785acb,"Haché à base de boeuf ou Préparation de viande hachée de boeuf, 15% MG, cru, prémeballé"
"6405bf4db9d07cd5d38d7a2b",Fondue savoyarde aux 3 fromages RichesMonts,"2e11752a-95b3-4dcc-b323-cc311882f333","Préparation à base de fromage(s) pour fondue savoyarde, préemballée"
"6405bf45af4af6d531d50afe",Fourme d'Ambert AOP,"1bdf1829-c404-48ae-9693-21bfbd5b2606",Fourme d'Ambert
"6405bf58b0da194777986222",Fricassée de champignons émincés,"78e8315a-2cd6-4feb-8363-58b326fcc2e8","Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée"
"6405bf1faf4af6d531d50a5e",Fromage blanc,"05a5cb15-bd92-44a8-a503-1a441675bd6a","Fromage blanc nature, gourmand, 8% MG environ"
"6461e0c1d8259131b372d903",Fromage blanc,"05a5cb15-bd92-44a8-a503-1a441675bd6a","Fromage blanc nature, gourmand, 8% MG environ"
"64073be5df6297bb5beef151",Fromage bleu,"06c05056-6322-4d04-a670-76a4e9954476",Fromage bleu au lait de vache
"6405bf4baf4af6d531d50b17",Fromage bleu,"06c05056-6322-4d04-a670-76a4e9954476",Fromage bleu au lait de vache
"64073babdf6297bb5beef104",Fromage de chèvre frais,"487193ee-d9a7-41b2-aeae-a9c828d9c2ae","Fromage de chèvre à tartiner, nature"
"6405bfb5b0da194777986364",Fromage de chèvre frais,"487193ee-d9a7-41b2-aeae-a9c828d9c2ae","Fromage de chèvre à tartiner, nature"
"5af2be2fae08b5194415a1ed",Fromage de chèvre frais,"487193ee-d9a7-41b2-aeae-a9c828d9c2ae","Fromage de chèvre à tartiner, nature"
"6405bf20b0da19477798615d",Fromage de chèvre râpé,"9ff316bc-6049-4e53-b438-4eec85c78f00",Fromage de chèvre demi-sec
"5af2c159ae08b51b804e58d5",Fromage de chèvre râpé,"9ff316bc-6049-4e53-b438-4eec85c78f00",Fromage de chèvre demi-sec
"6405bf54b9d07cd5d38d7a44",Fromage de montagne râpé,"704aec45-f1d5-4dc9-aebf-128a9c1eb3eb",Tomme ou tome de montagne ou de Savoie
"5d80e4075de66e1f746e35e8",Fromage de montagne râpé,"704aec45-f1d5-4dc9-aebf-128a9c1eb3eb",Tomme ou tome de montagne ou de Savoie
"64073d7c9c6d10cd16eab746",Burger de carotte et de courge,a926c810-9cb4-4b08-8a2f-eb63fa544c99,"Galette de céréales aux légumes (sans soja), préemballé"
"5af2bdf6ae08b5194415a114",Burger de veau,eb43558e-24ba-41f1-9148-0bc1f33e3c13,"Veau, steak haché 20% MG, cru"
"6405bfa4b9d07cd5d38d7b6a",Burger de veau,eb43558e-24ba-41f1-9148-0bc1f33e3c13,"Veau, steak haché 20% MG, cru"
"5dcd727af283181a300ab126",Burgers de sanglier,c1021056-44da-4908-bdd7-3eada0785acb,"Haché à base de boeuf ou Préparation de viande hachée de boeuf, 15% MG, cru, prémeballé"
"5c70001be3f3396c2a47cd26",Burger végétarien,"19235be2-b5ba-4502-b82d-4297d07db94d","Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé"
"6405bf64b0da19477798624b",Burrata,"14eaab43-f34b-4509-bd31-5675ac5b7ccb","Mozzarella au lait de bufflonne ou buflesse (""di bufala"")"
"64073bda683721c9a32b0776",Burrata,"14eaab43-f34b-4509-bd31-5675ac5b7ccb","Mozzarella au lait de bufflonne ou buflesse (""di bufala"")"
"5cb44984c445fa72e10f4ba2",Câpres et dés de cornichons,b5f1ef9c-292d-4ac3-87d4-13b1b94b9c98,"Câpres, au vinaigre"
"6405bf1aaf4af6d531d50a4e",Câpres et dés de cornichons,b5f1ef9c-292d-4ac3-87d4-13b1b94b9c98,"Câpres, au vinaigre"
"6405bff7af4af6d531d50d6a",Fruits de mer,"1ccaf02d-8a41-4dd5-a050-765c865da1ec",Fruits de mer (aliment moyen)
"5eaa742d4d1313374d494f32",Fruits de mer,"1ccaf02d-8a41-4dd5-a050-765c865da1ec",Fruits de mer (aliment moyen)
"5ba8a96630006c3c346c38b4",Carré de côtes,d3d8a2c4-564c-4f69-a2f2-2964ebbe771d,"Porc, carré, cru"
"64073bcedf6297bb5beef139",Casarecce,"099c0d00-4f28-4f0b-939d-ea99c52e0df3","Pâtes sèches standard, crues"
"6405bf31b9d07cd5d38d79bb",Casarecce,"099c0d00-4f28-4f0b-939d-ea99c52e0df3","Pâtes sèches standard, crues"
"5fbe2dd103cb4c62ac01428c",Cassonade,"0df89dd1-368d-41dc-8ae0-43cfaf7f7214",Sucre roux
"64073bbbdf6297bb5beef116",Galette de blé noir,"38c3d5c0-87ac-43aa-a5c6-449513e4818d","Galette de sarrasin, nature, préemballée"
"63e5122dbc1d64f7b96e270c",Cassonade,"0df89dd1-368d-41dc-8ae0-43cfaf7f7214",Sucre roux
"63e5120da0a0603e5708dcb9",Cassonade,"0df89dd1-368d-41dc-8ae0-43cfaf7f7214",Sucre roux
"6405bfe6b9d07cd5d38d7c3f",Cébette,"99332e7d-7bd6-4322-98b3-f8115625aa5c","Oignon nouveau ou oignon frais ou cébette, sauté/poêlé sans matière grasse"
"5af2be15ae08b5194415a193",Gingembre frais,bcc77548-6a05-4d05-a9d1-7f89a26e4bea,"Gingembre, racine crue"
"6405bf3aaf4af6d531d50acd",Gingembre frais,bcc77548-6a05-4d05-a9d1-7f89a26e4bea,"Gingembre, racine crue"
"5af2bdf3ae08b5194415a109",Gnocchi,"7f6610cd-9359-4088-9a88-851151620b44","Gnocchi à la pomme de terre, cru"
"6405bf6baf4af6d531d50b9f",Gnocchi,"7f6610cd-9359-4088-9a88-851151620b44","Gnocchi à la pomme de terre, cru"
"64073bb09c6d10cd16eab623",Gnocchi,"7f6610cd-9359-4088-9a88-851151620b44","Gnocchi à la pomme de terre, cru"
"6405bf8cb9d07cd5d38d7b0e",Gnocchi de pomme de terre,"7f6610cd-9359-4088-9a88-851151620b44","Gnocchi à la pomme de terre, cru"
"6405bf41b0da1947779861d8",Chair de tomates,"3a7a263a-485f-4223-ae84-f7478cefb0b6","Tomate, pulpe, appertisée"
"6405bfdcaf4af6d531d50d0e",Chair de tomates,"3a7a263a-485f-4223-ae84-f7478cefb0b6","Tomate, pulpe, appertisée"
"64073e939c6d10cd16eab7b8",Chapati,"4972f9fb-84d4-48ac-94e8-297fab45c1e9",Pain pita
"5cc6ca69945b1900091c1d23",Gouda Mi-Vieux,"471a6ddc-c9ab-4683-987e-fd3bd781aacc",Gouda
"5cdea15cbfc591000d02b434",Gouda Mi-Vieux râpé,"471a6ddc-c9ab-4683-987e-fd3bd781aacc",Gouda
"6405bf7ab0da194777986298",Gouda vieux râpé,"471a6ddc-c9ab-4683-987e-fd3bd781aacc",Gouda
"5d1326adf67e6800151317e2",Gouda Vieux râpé,"471a6ddc-c9ab-4683-987e-fd3bd781aacc",Gouda
"64073bbedf6297bb5beef121",Gouda Vieux râpé,"471a6ddc-c9ab-4683-987e-fd3bd781aacc",Gouda
"6405bf62b9d07cd5d38d7a7d",Gousse d'ail,"1e63dc29-97b9-4bb8-8752-9dc2d36b05cc","Ail, cru"
"5c8bcd9de3f33973480ec962",Gousse d'ail,"1e63dc29-97b9-4bb8-8752-9dc2d36b05cc","Ail, cru"
"5af2bdfbae08b5194415a12d",Graine de carvi,"5a365bde-4443-4c9a-b996-f9f20b8c451e","Carvi, graine"
"5dcd7271b2285877f1209db5",Choucroute,edf0e71c-0577-4767-937b-5801d4673a2f,"Choucroute, sans garniture, égouttée, cuite"
"6405bf80b0da1947779862ae",Chutney de cranberries,"38a6377a-9dca-4261-b697-9f93be76a30a","Confiture ou Marmelade, tout type de fruits (aliment moyen)"
"5af2be42ae08b5194415a239",Chutney de cranberries,"38a6377a-9dca-4261-b697-9f93be76a30a","Confiture ou Marmelade, tout type de fruits (aliment moyen)"
"5e417e37c48f1e689e419877",Graines de cumin moulues,d0aaf427-4cac-475c-ab99-3ce5821c9cf7,"Cumin, graine"
"5e304aef7022991e096f4fc9",Graines de fenouil moulues,"3ae0764f-db8c-48fc-88e7-cfd0c734046a","Fenouil, graine"
"64073ba8683721c9a32b0737",Graines de sésame,"9e7e5cac-55fc-4bba-bf7b-5b7206664872","Sésame, graine"
"6405bf75b0da19477798628c",Graines de sésame,"9e7e5cac-55fc-4bba-bf7b-5b7206664872","Sésame, graine"
"5af2be5cae08b5194415a292",Graines de sésame,"9e7e5cac-55fc-4bba-bf7b-5b7206664872","Sésame, graine"
"64073c8b9c6d10cd16eab6db",Graines de sésame noir,"9e7e5cac-55fc-4bba-bf7b-5b7206664872","Sésame, graine"
"64073c61683721c9a32b07da",Graines de tournesol,"55ab6ce1-fc78-46bf-8261-c39134761a10","Tournesol, graine"
"5af2bdedae08b5194415a0f2",Graines de tournesol,"55ab6ce1-fc78-46bf-8261-c39134761a10","Tournesol, graine"
"5af2be9cae08b5194415a383",Grana padano râpé,acc8e33b-93f1-4c07-ae34-ef4170da8d05,Grana Padano
"5af2be21ae08b5194415a1c0",Grenade,"6f87bf7a-9ea9-4b86-8104-155448f5a36b","Grenade, pulpe et pépins, crue"
"5e3bf59e51bc1f624d03a9f0",Chutney de mangue,"38a6377a-9dca-4261-b697-9f93be76a30a","Confiture ou Marmelade, tout type de fruits (aliment moyen)"
"6405bffeb9d07cd5d38d7c90",Chutney de mangue,"38a6377a-9dca-4261-b697-9f93be76a30a","Confiture ou Marmelade, tout type de fruits (aliment moyen)"
"64073c529c6d10cd16eab6c4",Chutney de mangue,"38a6377a-9dca-4261-b697-9f93be76a30a","Confiture ou Marmelade, tout type de fruits (aliment moyen)"
"6405bf22b0da194777986164",Chutney piquant aux oignons,"38a6377a-9dca-4261-b697-9f93be76a30a","Confiture ou Marmelade, tout type de fruits (aliment moyen)"
"5af2be05ae08b5194415a158",Chutney piquant aux oignons,"38a6377a-9dca-4261-b697-9f93be76a30a","Confiture ou Marmelade, tout type de fruits (aliment moyen)"
"6405bf55b9d07cd5d38d7a49",Gruyère et emmental râpé,"605f77f4-6f94-4e45-be69-f7ff2ad74d79",Emmental ou emmenthal râpé
"5af2be56ae08b5194415a27e",Gruyère et emmental râpé,"605f77f4-6f94-4e45-be69-f7ff2ad74d79",Emmental ou emmenthal râpé
"6405c010af4af6d531d50dc7",Gruyère râpé,ce0d6839-cfc3-437f-ae39-b451fa1cf461,Gruyère
"64073d5b9c6d10cd16eab736",Gruyère râpé,ce0d6839-cfc3-437f-ae39-b451fa1cf461,Gruyère
"5c794b0be3f3396cd0285662",Ciabatta,"887f8ae5-87c5-4d69-aada-c134f259f8b3","Pain, baguette ou boule, de campagne"
"5af2c152ae08b51b804e58be",Ciabatta aux olives,"887f8ae5-87c5-4d69-aada-c134f259f8b3","Pain, baguette ou boule, de campagne"
"5c865506e3f33953c57bce32",Ciabatta blanche,"887f8ae5-87c5-4d69-aada-c134f259f8b3","Pain, baguette ou boule, de campagne"
"5c8bcda7e3f339735a76c464",Ciabatta complète,"887f8ae5-87c5-4d69-aada-c134f259f8b3","Pain, baguette ou boule, de campagne"
"5c0e2cbce3f33937c643dfa2",Ciabatta grise,"887f8ae5-87c5-4d69-aada-c134f259f8b3","Pain, baguette ou boule, de campagne"
"5af2be97ae08b5194415a373",Ciabatta grise aux graines de tournesol,"887f8ae5-87c5-4d69-aada-c134f259f8b3","Pain, baguette ou boule, de campagne"
"64073bbedf6297bb5beef120",Ciabatta grise aux graines de tournesol,"887f8ae5-87c5-4d69-aada-c134f259f8b3","Pain, baguette ou boule, de campagne"
"5af2c14fae08b51b804e58b5",Ciboule,f6e84525-d2cf-43fe-99b8-710bb5a6753c,"Ciboule ou Ciboulette, fraîche"
"6405bf3caf4af6d531d50ad3",Ciboulette,f6e84525-d2cf-43fe-99b8-710bb5a6753c,"Ciboule ou Ciboulette, fraîche"
"64073ba7df6297bb5beef0f9",Ciboulette,f6e84525-d2cf-43fe-99b8-710bb5a6753c,"Ciboule ou Ciboulette, fraîche"
"5dde798296ae8413041df142",Ciboulette,f6e84525-d2cf-43fe-99b8-710bb5a6753c,"Ciboule ou Ciboulette, fraîche"
"5da577f83f199705be5b0f48","Ciboulette, aneth et persil plat",f6e84525-d2cf-43fe-99b8-710bb5a6753c,"Ciboule ou Ciboulette, fraîche"
"5af2be89ae08b5194415a34b",Haricots verts coupés,"2df2c470-bea9-4b24-89d1-83b7db1adb54","Haricot vert, cru"
"5af2be40ae08b5194415a22e",Harissa,"56aaeb04-a9e7-4cf2-ab33-6c1ccb888d89","Harissa (sauce condimentaire), préemballée"
"6405bf81b0da1947779862b1",Hauts de cuisses de poulet,edb72bf4-862d-4cb5-9a4d-f8272df0c9b4,"Poulet, haut de cuisse, viande, cru"
"64396863c26f2e77c4a9e545",Herbes de Provence,"246cdcb7-a65f-491d-a4ad-aa15bebe8c6d","Herbes de Provence, séchées"
"6405bf5fb0da194777986232",Houmous,e155cff0-9743-4ed5-9531-5e013b4cc0e7,"Houmous, préemballé"
"64073ba8683721c9a32b0736",Houmous,e155cff0-9743-4ed5-9531-5e013b4cc0e7,"Houmous, préemballé"
"5af2c16eae08b51b804e591c",Houmous,e155cff0-9743-4ed5-9531-5e013b4cc0e7,"Houmous, préemballé"
"6405bfe4b0da194777986403",Houmous au ras el hanout,e155cff0-9743-4ed5-9531-5e013b4cc0e7,"Houmous, préemballé"
"63e5122ea0a0603e5708dcc4",Huile d'olive,"365bde3d-beeb-442b-a908-99ddda4c7c87",Huile d'olive vierge extra
"63e5122ba0a0603e5708dcc1",Huile d'olive,"365bde3d-beeb-442b-a908-99ddda4c7c87",Huile d'olive vierge extra
"63e51232a0a0603e5708dcc7",Huile d'olive,"365bde3d-beeb-442b-a908-99ddda4c7c87",Huile d'olive vierge extra
"63e5121681b4b295e66f024f",Huile d'olive,"365bde3d-beeb-442b-a908-99ddda4c7c87",Huile d'olive vierge extra
"5c8bcd9be3f3397358648c92",Huile d'olive,"365bde3d-beeb-442b-a908-99ddda4c7c87",Huile d'olive vierge extra
